symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source,vietstock_profile_url,vietstock_financial_url
PVV,UPCOM,CTCP Vinaconex 39,Vinaconex 39 JSC,STOCK,672.0,Vinaconex 39,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,30000000,EXPANDED,https://finance.vietstock.vn/PVV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVV/tai-chinh.htm?tab=BCTT
PXI,UPCOM,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,Petroleum Industrial & Civil Construction JSC,STOCK,673.0,Xây dựng Công nghiệp và Dân dụng Dầu khí,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,30000000,EXPANDED,https://finance.vietstock.vn/PXI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PXI/tai-chinh.htm?tab=BCTT
SZB,HNX,CTCP Sonadezi Long Bình,Sonadezi Long Binh Joint Stock Company,STOCK,674.0,Sonadezi Long Bình,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,30000000,EXPANDED,https://finance.vietstock.vn/SZB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SZB/tai-chinh.htm?tab=BCTT
SZE,UPCOM,CTCP Môi trường Sonadezi,Sonadezi Environment Joint Stock Company,STOCK,675.0,Môi trường Sonadezi,Tiện ích,Tiện ích,Tiện tích tổng hợp,Utilities,Utilities,Multi-Utilities,30000000,EXPANDED,https://finance.vietstock.vn/SZE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SZE/tai-chinh.htm?tab=BCTT
TDF,UPCOM,CTCP Trung Đô,TRUNG DO JOINT STOCK COMPANY,STOCK,676.0,Trung Đô,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,30000000,EXPANDED,https://finance.vietstock.vn/TDF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TDF/tai-chinh.htm?tab=BCTT
TIX,HOSE,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import Export Joint Stock Corporation,STOCK,677.0,Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,30000000,EXPANDED,https://finance.vietstock.vn/TIX/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TIX/tai-chinh.htm?tab=BCTT
TRC,HOSE,CTCP Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,STOCK,678.0,Cao su Tây Ninh,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,30000000,EXPANDED,https://finance.vietstock.vn/TRC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TRC/tai-chinh.htm?tab=BCTT
SMB,HOSE,CTCP Bia Sài Gòn - Miền Trung,Sai Gon - Mien Trung Beer JSC,STOCK,679.0,Bia Sài Gòn - Miền Trung,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Consumer Staples,"Food, Bev. & Tobacco",Beverages,29846648,EXPANDED,https://finance.vietstock.vn/SMB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SMB/tai-chinh.htm?tab=BCTT
FCS,UPCOM,CTCP Lương thực Thành phố Hồ Chí Minh,Ho Chi Minh City Food JSC,STOCK,680.0,Lương thực Thành phố Hồ Chí Minh,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,29450000,EXPANDED,https://finance.vietstock.vn/FCS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FCS/tai-chinh.htm?tab=BCTT
NBT,UPCOM,CTCP Cấp thoát nước Bến Tre,Ben Tre Water Supply and Sewerage JSC,STOCK,681.0,Cấp thoát nước Bến Tre,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,29400000,EXPANDED,https://finance.vietstock.vn/NBT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NBT/tai-chinh.htm?tab=BCTT
GGG,UPCOM,CTCP Ô tô Giải Phóng,Giai Phong Motor Joint Stock Company,STOCK,682.0,Ô tô Giải Phóng,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Consumer Discretionary,Automobiles & Components,Automobiles,29388589,EXPANDED,https://finance.vietstock.vn/GGG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GGG/tai-chinh.htm?tab=BCTT
VNZ,UPCOM,CTCP VNG,VNG CORPORATION,STOCK,683.0,VNG,Dịch vụ truyền thông,Truyền thông và giải trí,Giải trí,Communication Services,Media & Entertainment,Entertainment,29376974,EXPANDED,https://finance.vietstock.vn/VNZ/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VNZ/tai-chinh.htm?tab=BCTT
SVG,UPCOM,CTCP Hơi Kỹ nghệ Que hàn,Industrial Gas and Welding Electrode Joint Stock Company,STOCK,684.0,Hơi Kỹ nghệ Que hàn,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,29350000,EXPANDED,https://finance.vietstock.vn/SVG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SVG/tai-chinh.htm?tab=BCTT
VTR,UPCOM,CTCP Du lịch Vietravel,Vietravel Tourism Joint Stock Company,STOCK,685.0,Du lịch Vietravel,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",29239090,EXPANDED,https://finance.vietstock.vn/VTR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VTR/tai-chinh.htm?tab=BCTT
HAC,UPCOM,CTCP Chứng khoán Hải Phòng,Hai Phong Securities Joint Stock Company,STOCK,686.0,Chứng khoán Hải Phòng,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,29181096,EXPANDED,https://finance.vietstock.vn/HAC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAC/tai-chinh.htm?tab=BCTT
SZL,HOSE,CTCP Sonadezi Long Thành,Sonadezi Long Thanh Shareholding Company,STOCK,687.0,Sonadezi Long Thành,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,29114840,EXPANDED,https://finance.vietstock.vn/SZL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SZL/tai-chinh.htm?tab=BCTT
VLW,UPCOM,CTCP Cấp nước Vĩnh Long,Vinh Long Water Supply Joint Stock Company Limited,STOCK,688.0,Cấp nước Vĩnh Long,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,28900000,EXPANDED,https://finance.vietstock.vn/VLW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VLW/tai-chinh.htm?tab=BCTT
RIC,UPCOM,CTCP Quốc tế Hoàng Gia,The Royal International Corporation,STOCK,689.0,Quốc tế Hoàng Gia,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",28708169,EXPANDED,https://finance.vietstock.vn/RIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/RIC/tai-chinh.htm?tab=BCTT
KHW,UPCOM,CTCP Cấp thoát nước Khánh Hòa,Khanh Hoa Water Supply And Sewerage JSC,STOCK,690.0,Cấp thoát nước Khánh Hòa,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,28599996,EXPANDED,https://finance.vietstock.vn/KHW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KHW/tai-chinh.htm?tab=BCTT
GSM,UPCOM,CTCP Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stocks Company,STOCK,691.0,Thủy điện Hương Sơn,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,28562000,EXPANDED,https://finance.vietstock.vn/GSM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GSM/tai-chinh.htm?tab=BCTT
GTS,UPCOM,CTCP Công trình Giao thông Sài Gòn,SaiGon Traffic Construction Joint Stock Company,STOCK,692.0,Công trình Giao thông Sài Gòn,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,28499764,EXPANDED,https://finance.vietstock.vn/GTS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GTS/tai-chinh.htm?tab=BCTT
TTE,HOSE,CTCP Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,STOCK,693.0,Đầu tư Năng lượng Trường Thịnh,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,28490400,EXPANDED,https://finance.vietstock.vn/TTE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTE/tai-chinh.htm?tab=BCTT
CCT,UPCOM,CTCP Cảng Cần Thơ,CanTho Port Joint Stock Company,STOCK,694.0,Cảng Cần Thơ,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,28480000,EXPANDED,https://finance.vietstock.vn/CCT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CCT/tai-chinh.htm?tab=BCTT
CHS,UPCOM,CTCP Chiếu sáng Công cộng Thành phố Hồ Chí Minh,HOCHIMINH CITY PUBLIC LIGHTING JSC,STOCK,695.0,Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,28400000,EXPANDED,https://finance.vietstock.vn/CHS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CHS/tai-chinh.htm?tab=BCTT
AGF,UPCOM,CTCP Xuất nhập khẩu Thủy sản An Giang,Angiang Fisheries Import Export JSC,STOCK,696.0,Xuất nhập khẩu Thủy sản An Giang,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,28109743,EXPANDED,https://finance.vietstock.vn/AGF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/AGF/tai-chinh.htm?tab=BCTT
PXC,UPCOM,CTCP Phát triển Đô thị Dầu khí,PetroVietnam Urban Development JSC,STOCK,697.0,Phát triển Đô thị Dầu khí,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,28068900,EXPANDED,https://finance.vietstock.vn/PXC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PXC/tai-chinh.htm?tab=BCTT
SRC,HOSE,CTCP Cao su Sao Vàng,Sao Vang Rubber Joint Stock Company,STOCK,698.0,Cao su Sao Vàng,Tiêu dùng không thiết yếu,Xe và linh kiện,Linh kiện xe,Consumer Discretionary,Automobiles & Components,Automobile Components,28065765,EXPANDED,https://finance.vietstock.vn/SRC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SRC/tai-chinh.htm?tab=BCTT
CTW,UPCOM,CTCP Cấp thoát nước Cần Thơ,Can Tho Water Supply - Sewerage JSC,STOCK,699.0,Cấp thoát nước Cần Thơ,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,28000000,EXPANDED,https://finance.vietstock.vn/CTW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CTW/tai-chinh.htm?tab=BCTT
DVG,UPCOM,CTCP Đại Việt Group DVG,Dai Viet DVG Group Joint Stock Company,STOCK,700.0,Đại Việt Group DVG,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,28000000,EXPANDED,https://finance.vietstock.vn/DVG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DVG/tai-chinh.htm?tab=BCTT
SVD,HOSE,CTCP Đầu tư & Thương mại Vũ Đăng,Vu Dang Investment & Trading JSC,STOCK,701.0,Đầu tư & Thương mại Vũ Đăng,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",27605908,EXPANDED,https://finance.vietstock.vn/SVD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SVD/tai-chinh.htm?tab=BCTT
HDA,HNX,CTCP Hãng sơn Đông Á,Dong A Paint Joint Stock Company,STOCK,702.0,Hãng sơn Đông Á,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,27599967,EXPANDED,https://finance.vietstock.vn/HDA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HDA/tai-chinh.htm?tab=BCTT
NHP,UPCOM,CTCP Sản xuất Xuất nhập khẩu NHP,NHP Production Import - Export JSC,STOCK,703.0,Sản xuất Xuất nhập khẩu NHP,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,27576490,EXPANDED,https://finance.vietstock.vn/NHP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NHP/tai-chinh.htm?tab=BCTT
PIS,UPCOM,Tổng Công ty Pisico Bình Định - CTCP,PISICO Binh Dinh Corporation JSC,STOCK,704.0,Pisico Bình Định - CTCP,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,27500000,EXPANDED,https://finance.vietstock.vn/PIS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PIS/tai-chinh.htm?tab=BCTT
HVT,HNX,CTCP Hóa chất Việt Trì,Viet Tri Chemical Joint Stock Company,STOCK,705.0,Hóa chất Việt Trì,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,27470046,EXPANDED,https://finance.vietstock.vn/HVT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HVT/tai-chinh.htm?tab=BCTT
SBV,HOSE,CTCP Siam Brothers Việt Nam,Siam Brothers Vietnam JSC,STOCK,706.0,Siam Brothers Việt Nam,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,27366476,EXPANDED,https://finance.vietstock.vn/SBV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SBV/tai-chinh.htm?tab=BCTT
LAI,UPCOM,CTCP Đầu Tư Xây dựng Long An IDICO,IDICO Long An Investment Construction Joint Stock Company,STOCK,707.0,Đầu Tư Xây dựng Long An IDICO,Bất động sản,Bất động sản,Bất động sản đa dạng,Real Estate,Real Estate,Diversified Real Estate Activities,27359969,EXPANDED,https://finance.vietstock.vn/LAI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LAI/tai-chinh.htm?tab=BCTT
HMC,HOSE,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,VNSTEEL - HOCHIMINH CITY METAL CORPORATION,STOCK,708.0,Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,27299999,EXPANDED,https://finance.vietstock.vn/HMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HMC/tai-chinh.htm?tab=BCTT
TGG,UPCOM,CTCP The Golden Group,The Golden Group Joint Stock Company,STOCK,709.0,The Golden Group,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,Consumer Staples,Consumer Staples Dist. & Retail,Consumer Staples Distribution & Retail,27299990,EXPANDED,https://finance.vietstock.vn/TGG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TGG/tai-chinh.htm?tab=BCTT
DCT,UPCOM,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Dong Nai Roofsheet And Construction Material JSC,STOCK,710.0,Tấm lợp Vật liệu Xây dựng Đồng Nai,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,27223647,EXPANDED,https://finance.vietstock.vn/DCT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DCT/tai-chinh.htm?tab=BCTT
XDH,UPCOM,CTCP Đầu tư Xây dựng Dân dụng Hà Nội,Ha Noi Civil Construction Investment JSC,STOCK,711.0,Đầu tư Xây dựng Dân dụng Hà Nội,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,27026907,EXPANDED,https://finance.vietstock.vn/XDH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/XDH/tai-chinh.htm?tab=BCTT
SHG,UPCOM,Tổng Công ty cổ phần Sông Hồng,Song Hong Joint Stock Corporation,STOCK,712.0,Sông Hồng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,27000000,EXPANDED,https://finance.vietstock.vn/SHG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SHG/tai-chinh.htm?tab=BCTT
TV1,UPCOM,CTCP Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1,STOCK,713.0,Tư vấn Xây dựng Điện 1,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,26691319,EXPANDED,https://finance.vietstock.vn/TV1/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TV1/tai-chinh.htm?tab=BCTT
AGP,UPCOM,CTCP Dược phẩm Agimexpharm,Agimexpharm Pharmaceutical JSC,STOCK,714.0,Dược phẩm Agimexpharm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,26615268,EXPANDED,https://finance.vietstock.vn/AGP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/AGP/tai-chinh.htm?tab=BCTT
DIC,UPCOM,CTCP Đầu tư và Thương mại DIC,DIC Investment & Trading Joint Stock Company,STOCK,715.0,Đầu tư và Thương mại DIC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,26585840,EXPANDED,https://finance.vietstock.vn/DIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DIC/tai-chinh.htm?tab=BCTT
VCF,HOSE,CTCP Vinacafé Biên Hòa,Vinacaf? Bienhoa Joint Stock Company,STOCK,716.0,Vinacafé Biên Hòa,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,26579135,EXPANDED,https://finance.vietstock.vn/VCF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VCF/tai-chinh.htm?tab=BCTT
VCX,UPCOM,CTCP Xi măng Yên Bình,Yen Binh Cement JSC,STOCK,717.0,Xi măng Yên Bình,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,26530000,EXPANDED,https://finance.vietstock.vn/VCX/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VCX/tai-chinh.htm?tab=BCTT
ITS,UPCOM,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,"Vinacomin - Investment, Trading and Service JSC",STOCK,718.0,Đầu tư Thương mại và Dịch vụ - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",26459924,EXPANDED,https://finance.vietstock.vn/ITS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ITS/tai-chinh.htm?tab=BCTT
SAV,HOSE,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex Corporation,STOCK,719.0,Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,26429240,EXPANDED,https://finance.vietstock.vn/SAV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SAV/tai-chinh.htm?tab=BCTT
ITD,HOSE,CTCP Công nghệ ITD,ITD Technology Corporation,STOCK,720.0,Công nghệ ITD,Công nghệ thông tin,Phần mềm và dịch vụ,Dịch vụ CNTT,Information Technology,Software,IT Services,26244995,EXPANDED,https://finance.vietstock.vn/ITD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ITD/tai-chinh.htm?tab=BCTT
CLC,HOSE,CTCP Cát Lợi,Cat Loi Joint Stock Company,STOCK,721.0,Cát Lợi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thuốc lá,Consumer Staples,"Food, Bev. & Tobacco",Tobacco,26207583,EXPANDED,https://finance.vietstock.vn/CLC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CLC/tai-chinh.htm?tab=BCTT
SDA,HNX,CTCP Simco Sông Đà,Simco Song Da JSC,STOCK,722.0,Simco Sông Đà,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,26206158,EXPANDED,https://finance.vietstock.vn/SDA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SDA/tai-chinh.htm?tab=BCTT
NCT,HOSE,CTCP Dịch vụ Hàng hóa Nội Bài,Noi Bai Cargo Terminal Service Joint Stock Company,STOCK,723.0,Dịch vụ Hàng hóa Nội Bài,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,26166940,EXPANDED,https://finance.vietstock.vn/NCT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NCT/tai-chinh.htm?tab=BCTT
VMC,HNX,CTCP Vimeco,Vimeco JSC,STOCK,724.0,Vimeco,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,26134132,EXPANDED,https://finance.vietstock.vn/VMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VMC/tai-chinh.htm?tab=BCTT
LEC,UPCOM,CTCP Bất động sản Điện lực Miền Trung,Central Power Real Estate Joint Stock Company,STOCK,725.0,Bất động sản Điện lực Miền Trung,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,26100000,EXPANDED,https://finance.vietstock.vn/LEC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LEC/tai-chinh.htm?tab=BCTT
SFI,HOSE,CTCP Đại lý Vận tải SAFI,Sea & Air Freight International,STOCK,726.0,Đại lý Vận tải SAFI,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,26042046,EXPANDED,https://finance.vietstock.vn/SFI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SFI/tai-chinh.htm?tab=BCTT
SD5,HNX,CTCP Sông Đà 5,Song Da No 5 JSC,STOCK,727.0,Sông Đà 5,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,25999848,EXPANDED,https://finance.vietstock.vn/SD5/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SD5/tai-chinh.htm?tab=BCTT
DWS,UPCOM,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,Dong Thap Water Supply & Urban Environment Joint Stock Company,STOCK,728.0,Cấp nước và Môi trường đô thị Đồng Tháp,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,25918130,EXPANDED,https://finance.vietstock.vn/DWS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DWS/tai-chinh.htm?tab=BCTT
VRG,UPCOM,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,Viet Nam Rubber Industrial Zone and Urban Development JSC,STOCK,729.0,Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,25894868,EXPANDED,https://finance.vietstock.vn/VRG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VRG/tai-chinh.htm?tab=BCTT
ST8,HOSE,CTCP Tập đoàn ST8,ST8 Holdings Joint Stock Company,STOCK,730.0,ST8,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,25720902,EXPANDED,https://finance.vietstock.vn/ST8/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ST8/tai-chinh.htm?tab=BCTT
LMH,UPCOM,CTCP Quốc Tế Holding,Quoc Te Holding Joint Stock Company,STOCK,731.0,Quốc Tế Holding,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,25629995,EXPANDED,https://finance.vietstock.vn/LMH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LMH/tai-chinh.htm?tab=BCTT
MKP,UPCOM,CTCP Hoá - Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company,STOCK,732.0,Hoá - Dược phẩm Mekophar,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,25545867,EXPANDED,https://finance.vietstock.vn/MKP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MKP/tai-chinh.htm?tab=BCTT
VIN,UPCOM,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,Vinatrans International Freight Forwarders JSC,STOCK,733.0,Giao nhận Kho vận Ngoại Thương Việt Nam,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,25500000,EXPANDED,https://finance.vietstock.vn/VIN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VIN/tai-chinh.htm?tab=BCTT
CMS,HNX,CTCP Tập Đoàn CMH Việt Nam,CMH Viet Nam Group Joint Stock Company,STOCK,734.0,CMH Việt Nam,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,25452500,EXPANDED,https://finance.vietstock.vn/CMS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CMS/tai-chinh.htm?tab=BCTT
KGM,UPCOM,CTCP Xuất nhập khẩu Kiên Giang,Kien Giang Import & Export Joint Stock Company,STOCK,735.0,Xuất nhập khẩu Kiên Giang,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,25430000,EXPANDED,https://finance.vietstock.vn/KGM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KGM/tai-chinh.htm?tab=BCTT
HLC,HNX,CTCP Than Hà Lầm - Vinacomin,Vinacomin - Ha Lam Coal JSC,STOCK,736.0,Than Hà Lầm - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",25415199,EXPANDED,https://finance.vietstock.vn/HLC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HLC/tai-chinh.htm?tab=BCTT
